Time,ax,ay,az,lax,lay,laz,gx,gy,gz
471171.0,1.515625,-11.238281,-5.71875,-0.375,-2.015625,-3.453125,-0.71875,0.921875,0.808594
471201.0,0.980469,-9.929688,1.828125,-0.722656,-0.714844,4.242188,-0.449219,-0.337891,0.6875
471218.0,0.40625,-8.519531,0.183594,-1.367188,-0.132812,3.5,-0.175781,0.6875,0.507812
471243.0,-0.054688,-8.554688,-1.121094,-1.617188,0.6875,1.324219,-0.283203,1.310547,0.552734
471258.0,-1.625,-9.429688,-1.199219,-2.40625,0.34375,1.570312,-0.646484,1.550781,0.544922
471272.0,-2.199219,-9.777344,-2.0,-3.945312,-0.589844,0.253906,-0.679688,1.300781,0.498047
471288.0,-2.773438,-10.195312,-1.808594,-4.167969,-0.597656,0.292969,-0.527344,0.779297,0.283203
471311.0,-2.046875,-10.316406,-1.082031,-3.507812,-1.113281,1.566406,-0.253906,0.378906,0.296875
471328.0,-0.859375,-9.933594,-0.96875,-2.949219,-1.074219,1.734375,-0.216797,0.433594,0.443359
471343.0,-0.132812,-10.089844,-0.96875,-1.085938,-0.84375,2.179688,-0.242188,0.466797,0.482422
471358.0,0.632812,-10.355469,-0.203125,-0.855469,-0.996094,2.539062,-0.082031,0.470703,0.363281
471381.0,0.863281,-10.773438,-0.46875,-0.402344,-1.546875,2.210938,0.162109,0.242188,0.265625
471398.0,0.789062,-9.816406,-0.8125,-0.453125,-1.304688,2.070312,0.332031,0.322266,0.324219
471413.0,0.671875,-9.242188,-0.621094,-0.828125,0.023438,1.535156,0.294922,0.490234,0.328125
471450.0,0.558594,-9.246094,-1.964844,-0.574219,0.0625,0.480469,0.210938,0.847656,0.298828
471491.0,1.667969,-8.941406,-0.890625,0.582031,0.40625,1.4375,0.148438,0.519531,0.181641
471508.0,1.746094,-9.46875,-1.65625,0.660156,-0.042969,1.34375,0.144531,0.626953,0.197266
471528.0,1.402344,-8.707031,-1.847656,0.675781,0.460938,0.074219,0.060547,0.662109,0.123047
471548.0,0.328125,-9.128906,-1.695312,0.339844,0.660156,0.402344,-0.044922,0.65625,0.0
471561.0,-0.167969,-9.363281,-1.964844,-1.5625,-0.027344,0.226562,-0.078125,0.609375,-0.019531
471577.0,-0.859375,-9.359375,-1.351562,-1.730469,0.085938,0.484375,-0.134766,0.455078,-0.056641
471598.0,-2.007812,-10.050781,-0.203125,-2.789062,-0.34375,1.640625,-0.142578,0.300781,-0.052734
471618.0,-2.085938,-11.238281,0.375,-3.132812,-0.695312,2.03125,0.232422,0.146484,0.041016
471637.0,0.097656,-12.730469,-1.121094,-2.214844,-3.125,1.566406,0.84375,-0.279297,0.185547
471680.0,5.382812,-9.363281,-0.164062,4.429688,0.132812,1.53125,1.263672,-0.923828,0.197266
471700.0,4.847656,-9.472656,0.449219,3.925781,0.058594,1.957031,1.017578,-0.535156,0.044922
471710.0,4.425781,-9.507812,0.449219,3.511719,0.042969,1.855469,0.904297,0.246094,0.080078
471740.0,2.589844,-10.550781,-2.0,1.714844,-0.945312,-0.976562,1.398438,0.701172,0.240234
471757.0,0.519531,-10.160156,-5.066406,0.671875,-0.957031,-2.9375,2.4375,1.457031,0.294922
471778.0,3.085938,-8.175781,-6.023438,0.335938,0.535156,-5.015625,1.208984,1.818359,0.375
471811.0,0.175781,-3.804688,-7.597656,-0.472656,5.875,-7.546875,-0.652344,1.792969,0.513672
471827.0,-0.972656,-4.03125,-5.257812,-1.191406,6.0,-5.9375,-1.466797,1.75,0.205078
