Time,ax,ay,az,lax,lay,laz,gx,gy,gz
533360.0,10.375,-0.777344,3.292969,0.78125,-0.988281,0.609375,-0.033203,0.041016,0.050781
533384.0,10.878906,-0.703125,4.289062,1.519531,-0.9375,1.765625,0.130859,0.15625,0.085938
533400.0,11.496094,-0.394531,4.710938,1.792969,-0.8125,1.847656,0.683594,0.611328,0.355469
533423.0,12.523438,-0.664062,6.472656,3.226562,-0.8125,3.714844,0.816406,1.070312,0.888672
533440.0,14.058594,-1.046875,6.738281,4.171875,-0.957031,3.796875,0.583984,1.513672,1.693359
533462.0,13.410156,-1.238281,7.621094,4.296875,-0.847656,4.269531,0.373047,2.318359,2.240234
533494.0,11.5625,-0.855469,4.402344,2.800781,0.152344,0.316406,0.275391,2.759766,2.371094
533510.0,11.140625,0.332031,2.179688,2.933594,0.921875,-1.152344,-0.142578,2.865234,2.015625
533542.0,5.707031,2.25,-0.652344,-2.269531,4.1875,-5.902344,-1.357422,2.765625,1.789062
533560.0,3.976562,2.9375,-0.425781,-5.203125,5.386719,-6.367188,-2.837891,1.751953,2.119141
533591.0,-3.066406,1.519531,-9.847656,-8.980469,6.332031,-12.144531,-1.005859,-0.253906,2.775391
533614.0,-8.085938,-3.882812,-10.230469,-15.226562,-0.054688,-15.628906,0.941406,-0.318359,3.144531
533632.0,-9.539062,-3.421875,-6.972656,-16.5625,0.578125,-12.386719,0.216797,-0.320312,2.197266
533654.0,-4.289062,3.4375,0.726562,-11.167969,7.820312,-4.515625,-0.623047,-1.742188,1.224609
533670.0,0.457031,3.667969,-0.15625,-9.144531,8.410156,-4.726562,-1.833984,-2.978516,0.949219
533694.0,10.609375,3.28125,-1.765625,3.398438,8.265625,-5.765625,-3.449219,-4.046875,0.712891
533712.0,11.101562,0.753906,-1.191406,3.769531,5.902344,-4.691406,-4.064453,-3.429688,-0.990234
533730.0,12.523438,-12.769531,9.765625,4.945312,-5.941406,3.320312,-2.595703,-1.953125,-2.466797
533751.0,14.675781,-12.078125,14.554688,4.472656,-8.390625,11.015625,0.25,-0.953125,-2.722656
533780.0,27.421875,-9.242188,10.226562,15.382812,-3.378906,10.816406,-0.783203,1.273438,-1.097656
533804.0,27.582031,-22.5,12.0625,19.257812,-18.359375,9.90625,-0.517578,1.994141,-0.535156
533821.0,28.765625,-28.207031,13.289062,19.328125,-22.179688,10.792969,1.707031,2.753906,0.113281
533842.0,35.394531,-23.761719,14.246094,27.378906,-19.785156,10.839844,2.849609,3.642578,0.318359
533884.0,25.246094,-13.191406,15.015625,17.75,-9.832031,9.9375,0.058594,3.193359,-1.328125
533901.0,23.328125,-13.878906,11.335938,17.070312,-9.871094,7.917969,-1.902344,2.728516,-2.082031
533931.0,10.839844,-11.539062,3.023438,7.28125,-9.605469,-0.375,-0.363281,2.044922,-1.351562
533954.0,2.71875,-6.644531,-1.917969,-4.328125,-3.765625,-8.144531,2.572266,1.476562,-0.521484
533970.0,-1.878906,-2.273438,-4.25,-6.257812,-2.035156,-9.191406,4.496094,0.849609,-0.767578
533984.0,-3.71875,-0.203125,-7.285156,-10.671875,1.78125,-14.046875,5.203125,0.195312,-1.007812
534011.0,-12.871094,10.484375,-14.519531,-14.601562,7.265625,-20.816406,5.457031,0.939453,0.632812
534035.0,-16.433594,15.464844,-6.820312,-23.269531,15.878906,-14.039062,1.103516,-0.578125,1.474609
534051.0,-7.472656,12.285156,-5.136719,-18.945312,15.261719,-12.859375,-3.730469,-2.470703,0.679688
534066.0,-3.296875,9.722656,-5.671875,-7.144531,8.550781,-12.332031,-5.271484,-2.765625,0.224609
534081.0,5.359375,4.738281,-3.679688,-4.535156,7.371094,-10.898438,-7.148438,-2.6875,-0.292969
534098.0,10.71875,1.902344,-2.261719,-2.21875,6.636719,-9.835938,-7.748047,-2.474609,-0.171875
534122.0,8.804688,-8.132812,2.527344,1.644531,-1.414062,-4.152344,-6.847656,-1.462891,0.267578
