Time,ax,ay,az,lax,lay,laz,gx,gy,gz
396192.0,9.023438,1.550781,2.917969,-0.445312,-0.082031,0.785156,-0.050781,-0.195312,0.03125
396232.0,7.875,0.859375,4.640625,-1.625,-0.757812,2.664062,0.294922,-0.384766,0.113281
396248.0,6.914062,1.089844,5.253906,-2.023438,-0.824219,2.496094,0.570312,-1.199219,0.294922
396301.0,7.914062,3.617188,3.03125,-1.75,2.210938,1.976562,0.685547,-1.494141,0.630859
396320.0,8.105469,3.886719,2.496094,-1.589844,2.550781,1.613281,0.09375,-1.400391,0.769531
396342.0,7.613281,0.59375,-2.523438,-2.125,-0.546875,-3.09375,-0.302734,-0.572266,0.507812
396358.0,7.839844,-1.171875,-2.753906,-1.835938,-1.496094,-3.652344,0.142578,-0.789062,0.460938
396381.0,9.066406,-2.511719,-2.0625,-0.703125,-3.433594,-2.296875,0.492188,-1.111328,0.658203
396421.0,11.902344,3.964844,-0.1875,2.132812,3.410156,0.351562,1.15625,-2.085938,0.929688
396440.0,13.050781,2.96875,0.847656,3.289062,2.460938,1.589844,-0.058594,-0.099609,0.167969
396461.0,9.214844,-0.75,-3.558594,-0.542969,-1.203125,-2.808594,0.085938,0.126953,0.228516
396492.0,10.710938,1.433594,-3.019531,0.96875,1.105469,-2.160156,0.496094,-0.613281,0.496094
396507.0,13.3125,0.898438,-4.171875,1.152344,0.300781,-1.894531,-0.828125,1.775391,-0.009766
396530.0,17.527344,0.054688,-7.195312,7.746094,-0.296875,-6.96875,-0.427734,2.482422,0.023438
396572.0,20.292969,3.3125,-6.621094,10.539062,2.875,-7.449219,-0.927734,3.119141,-0.339844
396588.0,24.238281,0.667969,-5.703125,12.667969,2.023438,-7.578125,-2.689453,5.253906,-1.820312
396610.0,29.675781,-2.050781,-4.324219,20.257812,-3.003906,-6.996094,-2.892578,4.359375,-2.902344
396650.0,16.992188,7.066406,9.238281,7.5625,5.425781,6.785156,-0.179688,-4.828125,-1.650391
396668.0,7.300781,13.960938,21.375,2.167969,4.3125,18.992188,-3.177734,4.701172,-3.361328
