Time,ax,ay,az,lax,lay,laz,gx,gy,gz
594263.0,-0.1875,-4.429688,8.992188,0.25,1.039062,0.796875,-0.59375,0.158203,0.023438
594280.0,0.195312,-3.394531,9.945312,0.535156,1.5625,1.179688,-1.794922,0.357422,-0.082031
594295.0,-0.648438,-2.628906,10.949219,1.722656,4.617188,3.660156,-2.90625,0.193359,-0.134766
594310.0,1.304688,-0.40625,12.25,1.148438,4.429688,4.628906,-5.361328,-0.001953,-0.224609
594322.0,1.421875,-1.367188,12.746094,1.890625,5.523438,5.707031,-6.390625,0.042969,-0.173828
594350.0,4.832031,-30.058594,22.785156,3.96875,-5.378906,12.042969,-9.464844,4.033203,2.845703
594372.0,1.957031,-41.972656,16.921875,4.136719,-33.027344,13.273438,-7.738281,6.550781,4.396484
594391.0,-2.21875,-19.144531,-11.5,0.507812,-10.25,-14.953125,1.070312,6.921875,0.195312
594419.0,-1.757812,4.6875,-24.5625,-1.109375,8.085938,-25.316406,-0.15625,-0.449219,-0.162109
594442.0,-6.316406,-3.664062,-4.453125,-3.121094,5.109375,-7.992188,-1.675781,-1.628906,-0.851562
594459.0,-5.511719,-0.789062,2.175781,-3.347656,5.824219,-3.484375,-1.765625,-2.464844,0.113281
594482.0,-2.21875,2.503906,7.078125,0.734375,11.527344,3.914062,-1.710938,-2.164062,0.779297
594499.0,-0.109375,1.507812,8.648438,1.960938,11.226562,4.996094,-1.199219,-1.335938,1.878906
594521.0,2.109375,0.011719,6.765625,5.546875,8.941406,3.824219,-0.646484,-1.037109,1.998047
594563.0,5.09375,-0.292969,1.636719,8.972656,8.371094,-1.535156,0.722656,0.001953,0.65625
594579.0,4.328125,-1.367188,0.640625,8.753906,7.941406,-2.164062,0.90625,0.759766,-0.027344
594602.0,0.578125,-5.847656,0.414062,4.5625,2.667969,-2.960938,1.074219,1.105469,-0.210938
594619.0,0.695312,-5.042969,-3.378906,4.117188,2.375,-4.503906,2.179688,1.009766,-0.621094
594636.0,3.71875,-4.316406,-9.890625,4.6875,3.363281,-6.972656,2.058594,0.697266,-1.042969
594659.0,2.339844,-3.703125,-16.175781,8.734375,5.246094,-19.207031,-0.517578,-1.033203,-3.078125
594673.0,-2.5625,-4.582031,-16.636719,-44.066406,5.296875,-26.308594,-2.742188,-1.408203,-3.154297
594699.0,38.734375,-50.128906,51.664062,-55.554688,-50.972656,39.230469,8.861328,-0.966797,-0.808594
594720.0,4.261719,-1.328125,-1.65625,-10.695312,8.527344,38.109375,8.960938,-0.574219,0.0625
594739.0,12.988281,-10.214844,7.957031,-6.511719,17.714844,7.15625,4.949219,-0.835938,0.181641
594764.0,-1.796875,10.125,14.433594,-3.027344,18.03125,4.730469,0.242188,-1.289062,-0.525391
594778.0,3.949219,-4.621094,6.542969,-1.015625,15.351562,5.894531,-1.689453,-0.375,-0.210938
594799.0,-2.484375,-7.226562,7.382812,-2.398438,-3.65625,-1.925781,-0.019531,-0.259766,-0.197266
594824.0,0.847656,-6.117188,8.113281,1.285156,-0.515625,-0.292969,0.095703,-0.136719,-0.058594
594861.0,-1.070312,-4.621094,9.179688,-0.601562,1.019531,0.753906,-0.257812,0.238281,0.181641
594902.0,-0.035156,-3.625,10.222656,0.535156,2.367188,1.984375,-2.011719,0.46875,0.029297
594918.0,0.003906,-0.90625,12.4375,0.699219,3.726562,2.945312,-4.416016,0.623047,-0.134766
594941.0,-0.722656,-0.90625,13.28125,-0.003906,6.429688,6.183594,-6.527344,0.939453,-0.25
594958.0,4.984375,-8.683594,17.953125,4.515625,4.96875,7.925781,-10.501953,3.421875,1.548828
594976.0,-3.863281,-50.898438,31.671875,6.007812,-0.308594,12.128906,-10.193359,4.439453,2.792969
594990.0,4.484375,-65.335938,23.359375,6.804688,-55.917969,19.804688,-8.746094,4.439453,3.460938
