Time,ax,ay,az,lax,lay,laz,gx,gy,gz
294046.0,-9.066406,-2.121094,3.078125,0.214844,-0.292969,0.882812,1.412109,0.275391,-0.5
294072.0,-9.101562,-2.121094,2.886719,0.285156,-0.332031,0.875,1.908203,0.349609,-0.40625
294095.0,-9.027344,-2.082031,2.695312,0.246094,-0.269531,0.46875,2.150391,0.351562,-0.332031
294112.0,-9.300781,-1.890625,2.429688,0.167969,-0.179688,0.347656,2.357422,0.34375,-0.294922
294127.0,-8.679688,-1.699219,2.542969,-0.40625,0.042969,-0.019531,2.470703,0.375,-0.296875
294143.0,-10.449219,-1.816406,1.660156,-0.941406,0.164062,-0.296875,2.503906,0.255859,-0.298828
294155.0,-10.101562,-2.007812,1.625,-0.828125,-0.367188,-0.671875,2.533203,0.261719,-0.212891
294172.0,-10.566406,-1.394531,1.316406,0.980469,-0.097656,-0.191406,2.746094,0.451172,-0.138672
294193.0,-9.761719,-1.546875,0.703125,-1.273438,0.152344,-0.996094,2.642578,0.292969,0.011719
294212.0,-9.300781,-1.28125,0.398438,-0.105469,0.050781,-1.601562,2.703125,0.322266,0.150391
294233.0,-9.101562,-1.089844,0.167969,0.015625,0.007812,-1.945312,2.642578,0.25,0.189453
294262.0,-9.21875,-0.359375,-0.292969,0.085938,0.539062,-2.511719,2.03125,-0.007812,0.154297
294277.0,-9.261719,-0.320312,-0.292969,-0.03125,0.558594,-2.746094,1.748047,-0.066406,0.128906
294317.0,-9.679688,-0.054688,-0.367188,-0.351562,0.65625,-2.851562,0.445312,-0.103516,-0.017578
294332.0,-9.683594,0.214844,0.015625,-0.351562,0.808594,-2.707031,-0.314453,-0.037109,-0.132812
294355.0,-9.792969,0.097656,0.550781,-0.472656,0.878906,-1.925781,-0.701172,0.009766,-0.183594
294396.0,-9.792969,-1.242188,1.625,-0.472656,-0.242188,-0.734375,-1.783203,0.175781,-0.113281
294413.0,-9.832031,-1.625,1.738281,-0.503906,-0.339844,-0.621094,-1.703125,0.150391,0.021484
294435.0,-9.910156,-2.199219,1.816406,-0.574219,-1.058594,-0.394531,-1.347656,0.113281,0.160156
294453.0,-9.867188,-2.277344,1.890625,-0.488281,-1.097656,-0.21875,-0.859375,0.126953,0.314453
294475.0,-9.722656,-2.121094,1.929688,-0.359375,-1.027344,-0.1875,-0.439453,0.167969,0.396484
294506.0,-9.640625,-1.699219,1.433594,-0.25,-0.707031,-0.613281,-0.044922,0.220703,0.435547
294516.0,-9.679688,-1.546875,1.242188,-0.28125,-0.609375,-0.78125,0.222656,0.216797,0.449219
294533.0,-9.683594,-1.242188,0.894531,-0.273438,-0.464844,-0.949219,0.324219,0.1875,0.441406
294563.0,-9.644531,-0.820312,0.628906,-0.171875,-0.109375,-1.28125,0.166016,0.173828,0.373047
294586.0,-9.683594,-0.820312,0.628906,-0.226562,-0.179688,-1.261719,0.056641,0.207031,0.310547
294603.0,-9.71875,-0.894531,0.742188,-0.265625,-0.171875,-1.164062,-0.025391,0.212891,0.267578
294627.0,-9.832031,-1.011719,0.972656,-0.355469,-0.472656,-0.824219,-0.023438,0.228516,0.242188
294643.0,-9.789062,-1.125,1.011719,-0.394531,-0.496094,-0.761719,0.001953,0.222656,0.246094
294658.0,-9.832031,-1.089844,1.011719,-0.347656,-0.621094,-0.667969,0.015625,0.210938,0.257812
294698.0,-9.832031,-1.089844,0.855469,-0.332031,-0.730469,-0.777344,0.244141,0.166016,0.283203
294713.0,-9.71875,-0.972656,0.855469,-0.25,-0.683594,-0.796875,0.351562,0.15625,0.257812
294737.0,-9.757812,-0.742188,0.703125,-0.234375,-0.5,-0.875,0.433594,0.136719,0.177734
294754.0,-9.601562,-0.359375,0.664062,-0.15625,-0.371094,-0.851562,0.458984,0.080078,0.076172
294776.0,-9.683594,-0.054688,0.550781,-0.148438,0.132812,-0.972656,0.435547,0.058594,0.009766
294817.0,-9.757812,0.367188,0.4375,-0.234375,0.601562,-1.101562,0.285156,-0.199219,-0.277344
294833.0,-9.71875,0.519531,0.628906,-0.242188,0.742188,-1.050781,0.136719,-0.355469,-0.40625
294857.0,-9.789062,0.75,0.78125,-0.300781,1.132812,-0.882812,0.056641,-0.583984,-0.488281
294874.0,-9.910156,0.980469,1.050781,-0.300781,1.289062,-0.753906,-0.029297,-0.767578,-0.498047
294888.0,-10.105469,1.132812,1.050781,-0.839844,1.800781,-0.847656,-0.0625,-0.84375,-0.480469
294904.0,-10.445312,1.671875,1.125,-0.933594,2.042969,-0.78125,-0.203125,-0.998047,-0.355469
294927.0,-10.367188,1.632812,1.050781,-0.996094,2.296875,-1.152344,-0.417969,-1.060547,-0.238281
294946.0,-10.292969,1.324219,1.085938,-0.941406,2.027344,-1.226562,-0.5625,-1.099609,-0.208984
294974.0,-10.023438,0.558594,1.46875,-0.683594,1.433594,-1.308594,-0.619141,-1.111328,-0.220703
294998.0,-10.105469,0.484375,1.851562,-0.929688,1.304688,-0.867188,-0.607422,-1.160156,-0.146484
295014.0,-9.945312,-0.054688,2.3125,-0.882812,1.097656,-0.816406,-0.646484,-1.154297,-0.001953
295038.0,-9.601562,-0.742188,2.621094,-0.449219,-0.042969,-0.476562,-0.666016,-1.095703,0.115234
295054.0,-9.445312,-1.28125,3.195312,-0.402344,-0.226562,-0.410156,-0.560547,-0.998047,0.199219
295078.0,-9.488281,-1.394531,4.191406,-0.566406,-0.433594,0.613281,-0.34375,-0.931641,0.308594
295093.0,-8.875,-1.472656,4.613281,-0.292969,-0.496094,0.765625,-0.289062,-0.785156,0.474609
295112.0,-8.257812,-1.546875,4.996094,-0.007812,-0.558594,0.894531,-0.316406,-0.658203,0.494141
295134.0,-8.109375,-1.855469,4.996094,0.710938,-0.925781,1.164062,-0.251953,-0.414062,0.433594
295158.0,-8.113281,-2.082031,4.917969,0.671875,-1.355469,0.941406,-0.240234,-0.474609,0.339844
295175.0,-8.261719,-2.160156,4.996094,0.542969,-1.410156,0.910156,-0.257812,-0.509766,0.164062
295198.0,-8.71875,-2.238281,5.109375,-0.011719,-1.535156,0.976562,-0.230469,-0.501953,0.072266
