Time,ax,ay,az,lax,lay,laz,gx,gy,gz
13743.0,1.773438,9.320312,-2.300781,0.039062,-0.105469,-0.472656,-0.082031,-0.474609,0.068359
13782.0,1.773438,9.363281,-2.148438,0.046875,-0.066406,-0.3125,-0.037109,-0.460938,0.070312
13799.0,1.847656,9.28125,-2.109375,0.121094,-0.105469,-0.304688,-0.035156,-0.455078,0.082031
13813.0,1.808594,9.28125,-2.070312,0.082031,-0.097656,-0.144531,-0.029297,-0.449219,0.082031
13829.0,1.808594,9.359375,-1.917969,0.082031,-0.058594,-0.097656,-0.025391,-0.4375,0.085938
13851.0,1.886719,9.285156,-1.839844,0.167969,-0.136719,0.035156,-0.025391,-0.441406,0.082031
13882.0,1.847656,9.359375,-1.765625,0.128906,-0.050781,0.125,-0.003906,-0.455078,0.082031
13892.0,1.925781,9.4375,-1.648438,0.207031,0.027344,0.25,-0.033203,-0.417969,0.064453
13922.0,2.117188,9.554688,-1.34375,0.40625,0.140625,0.5625,-0.082031,-0.388672,0.044922
13939.0,2.191406,9.558594,-1.382812,0.445312,0.140625,0.554688,-0.101562,-0.351562,0.033203
13959.0,2.230469,9.476562,-1.535156,0.527344,0.132812,0.402344,-0.103516,-0.304688,0.050781
13979.0,2.191406,9.363281,-1.613281,0.496094,-0.019531,0.316406,-0.101562,-0.251953,0.050781
13998.0,2.15625,9.25,-1.765625,0.496094,-0.136719,0.1875,-0.095703,-0.207031,0.039062
14018.0,2.117188,9.171875,-1.878906,0.421875,-0.21875,0.0625,-0.074219,-0.167969,0.03125
14039.0,2.191406,9.09375,-2.070312,0.460938,-0.296875,-0.171875,-0.035156,-0.117188,0.033203
14061.0,2.191406,9.132812,-2.222656,0.488281,-0.296875,-0.363281,-0.007812,-0.089844,0.035156
14101.0,2.0,9.136719,-2.417969,0.289062,-0.289062,-0.542969,0.078125,0.005859,0.033203
14131.0,1.734375,9.136719,-2.339844,0.0,-0.273438,-0.425781,0.15625,0.046875,0.054688
14172.0,1.695312,9.363281,-2.1875,-0.0625,-0.027344,-0.210938,0.177734,0.064453,0.048828
14189.0,1.617188,9.4375,-2.109375,-0.117188,0.019531,-0.148438,0.177734,0.070312,0.050781
14203.0,1.617188,9.398438,-2.070312,-0.238281,0.066406,-0.039062,0.166016,0.068359,0.044922
14218.0,1.503906,9.398438,-2.03125,-0.285156,0.066406,0.015625,0.154297,0.039062,0.042969
14241.0,1.542969,9.4375,-1.957031,-0.261719,0.082031,0.128906,0.148438,0.019531,0.041016
