Time,ax,ay,az,lax,lay,laz,gx,gy,gz
477269.0,-6.347656,-4.679688,-3.980469,3.933594,-0.371094,-1.148438,-0.773438,0.15625,0.359375
477289.0,-10.59375,-6.210938,-4.171875,2.25,-1.375,-1.261719,-0.484375,0.144531,0.425781
477309.0,-22.324219,-8.320312,-6.96875,-9.089844,-4.480469,-3.015625,-0.207031,0.052734,0.410156
477368.0,-28.300781,-8.703125,-12.984375,-18.238281,-3.96875,-9.195312,-0.789062,1.056641,-0.394531
477388.0,-30.320312,-5.332031,-14.667969,-21.839844,-4.527344,-11.34375,-1.019531,0.583984,0.070312
477400.0,-30.132812,-4.066406,-14.515625,-21.847656,-2.292969,-11.332031,-1.396484,0.486328,0.191406
477421.0,-25.269531,-1.460938,-12.101562,-16.777344,1.34375,-8.46875,-1.964844,0.386719,0.335938
477463.0,-14.886719,-7.09375,0.15625,-6.300781,-4.90625,4.179688,-2.75,0.158203,0.671875
477479.0,-8.375,-6.941406,1.074219,-2.9375,-5.183594,5.0625,0.123047,0.148438,0.722656
477502.0,0.398438,-1.691406,-0.226562,9.085938,0.253906,3.882812,1.023438,0.222656,0.640625
477519.0,5.113281,2.40625,-0.113281,11.695312,2.996094,3.769531,1.664062,0.388672,0.509766
477542.0,5.335938,1.832031,-0.113281,14.050781,3.847656,4.019531,1.318359,0.386719,0.478516
477559.0,-0.945312,-1.730469,0.234375,10.5625,1.609375,4.433594,0.302734,0.324219,0.703125
477582.0,-3.546875,-2.839844,0.117188,5.183594,-0.988281,4.351562,0.332031,0.251953,0.839844
477614.0,-2.707031,-0.3125,0.847656,6.441406,1.796875,5.265625,0.066406,0.048828,0.675781
477633.0,-0.332031,-0.695312,1.113281,7.40625,1.582031,5.378906,-0.244141,-0.089844,0.429688
477660.0,0.972656,-2.226562,-0.417969,9.699219,-0.453125,3.960938,-0.208984,0.017578,-0.005859
477679.0,0.742188,-2.417969,-0.265625,9.769531,-0.734375,3.847656,0.013672,0.042969,-0.166016
477696.0,0.625,-2.304688,-0.113281,9.292969,-0.75,4.316406,0.089844,0.046875,-0.265625
477719.0,0.320312,-1.542969,0.347656,9.15625,-0.222656,4.621094,0.099609,0.095703,-0.628906
477734.0,0.242188,-1.347656,0.425781,8.886719,0.515625,4.742188,0.033203,0.060547,-0.753906
477749.0,-0.179688,-0.160156,0.582031,8.707031,1.117188,4.929688,-0.240234,-0.025391,-0.925781
477774.0,0.433594,0.070312,0.582031,9.050781,2.046875,4.84375,-0.732422,-0.1875,-1.072266
477813.0,2.464844,-2.730469,0.617188,10.972656,-0.523438,4.867188,-0.740234,-0.0625,-1.191406
477831.0,2.773438,-3.496094,0.769531,11.242188,-1.210938,5.027344,0.154297,0.214844,-1.269531
477853.0,3.570312,-2.800781,-1.375,11.863281,-0.144531,2.898438,1.152344,0.494141,-1.447266
477869.0,2.773438,-3.1875,-4.476562,11.671875,0.234375,1.402344,1.65625,0.826172,-1.683594
477893.0,-6.269531,-8.628906,-8.15625,1.597656,-5.125,-3.859375,2.148438,1.054688,-2.119141
477910.0,-21.742188,-12.839844,-14.628906,-5.246094,-7.304688,-7.160156,2.195312,0.699219,-2.478516
477922.0,-31.285156,-11.765625,-17.042969,-23.839844,-7.445312,-12.832031,1.75,0.441406,-2.144531
477949.0,-34.039062,-10.464844,-19.761719,-32.550781,-4.757812,-18.695312,-1.853516,-0.191406,-1.107422
477973.0,-39.410156,-18.777344,-23.554688,-32.234375,-14.222656,-19.140625,-2.425781,0.384766,-1.169922
477989.0,-35.304688,-13.070312,-22.023438,-30.953125,-12.539062,-19.199219,-2.576172,-0.5,-0.1875
478010.0,-28.792969,-3.796875,-14.363281,-24.125,-1.140625,-12.738281,-2.996094,-0.572266,0.666016
478031.0,-25.691406,-5.332031,-11.335938,-18.355469,-1.433594,-6.4375,-2.808594,-0.714844,1.583984
